zip_code,year,population
45828,2015,6007
45828,2014,6078
45828,2013,6148
45828,2012,6201
45828,2011,6239
45828,2010,6125
45830,2016,5852
45830,2015,6012
45830,2014,6275
45830,2013,6471
45830,2012,6694
45830,2011,6761
45830,2010,6228
45831,2016,3428
45831,2015,3398
45831,2014,3360
45831,2013,3349
45831,2012,3235
45831,2011,2802
45831,2010,3181
45832,2016,2865
45832,2015,3121
45832,2014,2972
45832,2013,3179
45832,2012,3172
45832,2011,3192
45832,2010,2905
45833,2016,10771
45833,2015,10733
45833,2014,10570
45833,2013,10510
45833,2012,10477
45833,2011,10396
45833,2010,10667
45835,2016,593
45835,2015,500
45835,2014,384
45835,2013,348
45835,2012,286
45835,2011,244
45835,2010,490
45836,2016,1365
45836,2015,1472
45836,2014,1573
45836,2013,1560
45836,2012,1513
45836,2011,1512
45836,2010,1479
45838,2016,58
45838,2015,22
45838,2014,31
45838,2013,28
45838,2012,35
45838,2011,25
45838,2010,50
45840,2016,55313
45840,2015,54986
45840,2014,54386
45840,2013,54941
45840,2012,54696
45840,2011,54665
45840,2010,54979
45841,2016,873
45841,2015,874
45841,2014,823
45841,2013,781
45841,2012,730
45841,2011,908
45841,2010,929
45843,2016,3974
45843,2015,4067
45843,2014,4143
45843,2013,4012
45843,2012,3890
45843,2011,3925
45843,2010,3701
45844,2016,3348
45844,2015,3308
45844,2014,3402
45844,2013,3228
45844,2012,3287
45844,2011,3276
45844,2010,3256
45845,2016,2886
45845,2015,3067
45845,2014,3068
45845,2013,2785
45845,2012,3042
45845,2011,3231
45845,2010,3178
45846,2016,4077
45846,2015,4226
45846,2014,4211
45846,2013,4236
45846,2012,4295
45846,2011,4479
45846,2010,4437
45849,2016,1295
45849,2015,1251
45849,2014,1393
45849,2013,1274
45849,2012,1150
45849,2011,1339
45849,2010,1219
45850,2016,3663
45850,2015,3590
45850,2014,3565
45850,2013,3847
45850,2012,3767
45850,2011,3865
45850,2010,3653
45851,2016,725
45851,2015,608
45851,2014,631
45851,2013,585
45851,2012,684
45851,2011,542
45851,2010,669
45853,2016,1264
45853,2015,1334
45853,2014,1326
45853,2013,1213
45853,2012,1033
45853,2011,827
45853,2010,1439
45854,2016,452
45854,2015,492
45854,2014,510
45854,2013,478
45854,2012,477
45854,2011,367
45854,2010,498
45855,2016,165
45855,2015,186
45855,2014,182
45855,2013,183
45855,2012,216
45855,2011,193
45855,2010,193
45856,2016,5150
45856,2015,5024
45856,2014,5132
45856,2013,5064
45856,2012,5070
45856,2011,5342
45856,2010,5194
45858,2016,3208
45858,2015,3088
45858,2014,3703
45858,2013,3409
45858,2012,3239
45858,2011,3216
45858,2010,3083
45859,2016,483
45859,2015,451
45859,2014,509
45859,2013,449
45859,2012,463
45859,2011,514
45859,2010,495
45860,2016,2249
45860,2015,2181
45860,2014,2135
45860,2013,2094
45860,2012,2197
45860,2011,2150
45860,2010,2274
45861,2016,149
45861,2015,123
45861,2014,140
45861,2013,156
45861,2012,169
45861,2011,214
45861,2010,296
45862,2016,1394
45862,2015,1418
45862,2014,1327
45862,2013,1583
45862,2012,1426
45862,2011,1505
45862,2010,1507
45863,2016,1168
45863,2015,1064
45863,2014,974
45863,2013,1004
45863,2012,1226
45863,2011,1254
45863,2010,1254
45864,2016,150
45864,2015,130
45864,2014,127
45864,2013,131
45864,2012,146
45864,2011,141
45864,2010,163
45865,2016,4841
45865,2015,4807
45865,2014,4863
45865,2013,4937
45865,2012,4800
45865,2011,4750
45865,2010,4745
45866,2016,169
45866,2015,227
45866,2014,205
45866,2013,231
45866,2012,234
45866,2011,223
45866,2010,186
45867,2016,951
45867,2015,879
45867,2014,1073
45867,2013,1071
45867,2012,1131
45867,2011,1115
45867,2010,1189
45868,2016,635
45868,2015,682
45868,2014,668
45868,2013,538
45868,2012,533
45868,2011,612
45868,2010,567
45869,2016,4560
45869,2015,4580
45869,2014,4593
45869,2013,4496
45869,2012,4526
45869,2011,4548
45869,2010,4534
45870,2016,196
45870,2015,202
45870,2014,161
45870,2013,92
45870,2012,194
45870,2011,159
45870,2010,156
45871,2016,2051
45871,2015,2015
45871,2014,1779
45871,2013,1830
45871,2012,1799
45871,2011,1617
45871,2010,1955
45872,2016,4279
45872,2015,4206
45872,2014,4255
45872,2013,4331
45872,2012,4269
45872,2011,4216
45872,2010,4240
45873,2016,2242
45873,2015,2109
45873,2014,2111
45873,2013,2049
45873,2012,2200
45873,2011,2400
45873,2010,2238
45874,2016,2459
45874,2015,2291
45874,2014,2349
45874,2013,2041
45874,2012,1732
45874,2011,1791
45874,2010,2100
45875,2016,11378
45875,2015,11510
45875,2014,11293
45875,2013,11268
45875,2012,11254
45875,2011,11349
45875,2010,10989
45876,2016,777
45876,2015,766
45876,2014,754
45876,2013,804
45876,2012,703
45876,2011,709
45876,2010,863
45877,2016,2287
45877,2015,2159
45877,2014,2096
45877,2013,2178
45877,2012,2316
45877,2011,2172
45877,2010,2139
45879,2016,6171
45879,2015,6442
45879,2014,6284
45879,2013,6479
45879,2012,6258
45879,2011,6274
45879,2010,6284
45880,2016,2358
45880,2015,2279
45880,2014,2356
45880,2013,2316
45880,2012,2516
45880,2011,2456
45880,2010,2395
45881,2016,1290
45881,2015,1487
45881,2014,1545
45881,2013,1780
45881,2012,1902
45881,2011,1794
45881,2010,1461
45882,2016,2834
45882,2015,2873
45882,2014,2843
45882,2013,2764
45882,2012,2997
45882,2011,2982
45882,2010,3004
45883,2016,3987
45883,2015,4044
45883,2014,4037
45883,2013,3979
45883,2012,3821
45883,2011,3771
45883,2010,3883
45884,2016,197
45884,2015,179
45884,2014,212
45884,2013,159
45884,2012,132
45884,2011,86
45884,2010,145
45885,2016,12449
45885,2015,12240
45885,2014,12520
45885,2013,12736
45885,2012,12773
45885,2011,12745
45885,2010,12661
45886,2016,581
45886,2015,609
45886,2014,680
45886,2013,801
45886,2012,732
45886,2011,652
45886,2010,551
45887,2016,4393
45887,2015,4462
45887,2014,4416
45887,2013,4550
45887,2012,4643
45887,2011,4721
45887,2010,4755
45888,2016,166
45888,2015,187
45888,2014,218
45888,2013,197
45888,2012,213
45888,2011,205
45888,2010,220
45889,2016,1389
45889,2015,1627
45889,2014,1478
45889,2013,1294
45889,2012,1524
45889,2011,1418
45889,2010,1351
45890,2016,574
45890,2015,623
45890,2014,761
45890,2013,850
45890,2012,787
45890,2011,760
45890,2010,671
45891,2016,14832
45891,2015,14965
45891,2014,15096
45891,2013,15096
45891,2012,15432
45891,2011,15573
45891,2010,15275
45894,2016,656
45894,2015,627
45894,2014,580
45894,2013,639
45894,2012,783
45894,2011,677
45894,2010,605
45895,2016,18063
45895,2015,18397
45895,2014,18333
45895,2013,18356
45895,2012,18253
45895,2011,18244
45895,2010,17945
45896,2016,2204
45896,2015,2238
45896,2014,2291
45896,2013,2235
45896,2012,2093
45896,2011,1887
45896,2010,2089
45897,2016,39
45897,2015,177
45897,2014,181
45897,2013,155
45897,2012,199
45897,2011,206
45897,2010,101
45898,2016,1203
45898,2015,1209
45898,2014,1285
45898,2013,1326
45898,2012,1150
45898,2011,1094
45898,2010,1314
45899,2016,185
45899,2015,200
45899,2014,200
45899,2013,310
45899,2012,288
45899,2011,201
45899,2010,194
46001,2016,10207
46001,2015,10387
46001,2014,10425
46001,2013,10350
46001,2012,10690
46001,2011,10562
46001,2010,10459
46011,2016,17293
46011,2015,17075
46011,2014,17318
46011,2013,16523
46011,2012,16817
46011,2011,17023
46011,2010,16770
46012,2016,19260
46012,2015,19155
46012,2014,19537
46012,2013,19874
46012,2012,19865
46012,2011,19725
46012,2010,19414
46013,2016,17385
46013,2015,17830
46013,2014,18059
46013,2013,18475
46013,2012,18663
46013,2011,18429
46013,2010,17876
46016,2016,18207
46016,2015,18221
46016,2014,18181
46016,2013,18892
46016,2012,18282
46016,2011,18207
46016,2010,19225
46017,2016,5800
46017,2015,5757
46017,2014,5675
46017,2013,5604
46017,2012,5592
46017,2011,5832
46017,2010,6025
46030,2016,2921
46030,2015,3174
46030,2014,2949
46030,2013,3106
46030,2012,3270
46030,2011,3447
46030,2010,3308
46031,2016,2509
46031,2015,2252
46031,2014,2275
46031,2013,2434
46031,2012,2445
46031,2011,2160
46031,2010,2161
46032,2016,46295
46032,2015,44569
46032,2014,42957
46032,2013,42335
46032,2012,42542
46032,2011,41585
46032,2010,42234
46033,2016,37873
46033,2015,37229
46033,2014,36504
46033,2013,35659
46033,2012,35326
46033,2011,34632
46033,2010,34889
46034,2016,7011
46034,2015,7295
46034,2014,7358
46034,2013,7240
46034,2012,7012
46034,2011,7157
46034,2010,6730
46035,2016,1069
46035,2015,1128
46035,2014,1074
46035,2013,1174
46035,2012,1080
46035,2011,1058
46035,2010,1113
46036,2016,11525
46036,2015,11439
46036,2014,11458
46036,2013,11738
46036,2012,11805
46036,2011,11781
46036,2010,11663
46037,2016,40047
46037,2015,39171
46037,2014,37888
46037,2013,36885
46037,2012,34602
46037,2011,33309
46037,2010,35891
46038,2016,41376
46038,2015,40631
46038,2014,39773
46038,2013,38735
46038,2012,38838
46038,2011,37299
46038,2010,37723
46039,2016,524
46039,2015,664
46039,2014,601
46039,2013,843
46039,2012,960
46039,2011,937
46039,2010,745
46040,2016,11604
46040,2015,11443
46040,2014,11900
46040,2013,11537
46040,2012,11112
46040,2011,10867
46040,2010,9944
46041,2016,23226
46041,2015,23590
46041,2014,23761
46041,2013,23668
46041,2012,23728
46041,2011,23865
46041,2010,23891
46044,2016,2947
46044,2015,2833
46044,2014,2712
46044,2013,2701
46044,2012,2675
46044,2011,2835
46044,2010,2965
46045,2016,57
46045,2015,35
46045,2014,178
46045,2013,243
46045,2012,374
46045,2011,321
46045,2010,93
46047,2016,95
46047,2015,232
46047,2014,231
46047,2013,117
46047,2012,89
46047,2011,84
46047,2010,43
46048,2016,2135
46048,2015,2123
46048,2014,2152
46048,2013,2128
46048,2012,2099
46048,2011,2069
46048,2010,2406
46049,2016,738
46049,2015,746
46049,2014,748
46049,2013,884
46049,2012,924
46049,2011,879
46049,2010,850
46050,2016,2203
46050,2015,1732
46050,2014,1987
46050,2013,1902
46050,2012,1978
46050,2011,1845
46050,2010,1706
46051,2016,2835
46051,2015,2928
46051,2014,2879
46051,2013,3148
46051,2012,3023
46051,2011,3095
46051,2010,2826
46052,2016,22370
46052,2015,22064
46052,2014,21884
46052,2013,21879
46052,2012,22067
46052,2011,22161
46052,2010,22060
46055,2016,10929
46055,2015,9945
46055,2014,10081
46055,2013,9706
46055,2012,9130
46055,2011,8775
46055,2010,10193
46056,2016,2224
46056,2015,2284
46056,2014,2202
46056,2013,2131
46056,2012,2489
46056,2011,2529
46056,2010,2246
46057,2016,1251
46057,2015,1033
46057,2014,978
46057,2013,925
46057,2012,989
46057,2011,882
46057,2010,1179
46058,2016,2096
46058,2015,2249
46058,2014,2105
46058,2013,1992
46058,2012,2099
46058,2011,2226
46058,2010,2149
46060,2016,38483
46060,2015,37737
46060,2014,36918
46060,2013,35159
46060,2012,34390
46060,2011,33586
46060,2010,34708
46062,2016,33470
46062,2015,33088
46062,2014,31956
46062,2013,31175
46062,2012,30358
46062,2011,29020
46062,2010,29730
46063,2016,442
46063,2015,420
46063,2014,426
46063,2013,517
46063,2012,443
46063,2011,417
46063,2010,401
46064,2016,17113
46064,2015,17205
46064,2014,15945
46064,2013,15771
46064,2012,15992
46064,2011,16510
46064,2010,17148
46065,2016,3490
46065,2015,3405
46065,2014,3475
46065,2013,3541
46065,2012,3506
46065,2011,3647
46065,2010,3669
46068,2016,2437
46068,2015,2352
46068,2014,2435
46068,2013,2358
46068,2012,2383
46068,2011,2593
46068,2010,2850
46069,2016,7131
46069,2015,7402
46069,2014,7052
46069,2013,7044
46069,2012,6599
46069,2011,6952
46069,2010,6664
46070,2016,2339
46070,2015,2352
46070,2014,2363
46070,2013,2156
46070,2012,2136
46070,2011,2150
46070,2010,2351
46071,2016,3769
46071,2015,3675
46071,2014,3906
46071,2013,3804
46071,2012,3795
46071,2011,3629
46071,2010,3417
46072,2016,9303
46072,2015,9645
46072,2014,9651
46072,2013,9603
46072,2012,9590
46072,2011,9658
46072,2010,9324
46074,2016,30172
46074,2015,29787
46074,2014,29786
46074,2013,28951
46074,2012,26896
46074,2011,25851
46074,2010,26745
46075,2016,4544
46075,2015,4091
46075,2014,3522
46075,2013,3246
46075,2012,2982
46075,2011,2591
46075,2010,2913
46076,2016,1787
46076,2015,1753
46076,2014,1719
46076,2013,1730
46076,2012,1686
46076,2011,1742
46076,2010,1696
46077,2016,27421
46077,2015,27040
46077,2014,26493
46077,2013,25250
46077,2012,24300
46077,2011,23512
46077,2010,24512
46103,2016,193
46103,2015,172
46103,2014,214
46103,2013,223
46103,2012,226
46103,2011,257
46103,2010,159
46104,2016,905
46104,2015,1090
46104,2014,1077
46104,2013,865
46104,2012,791
46104,2011,797
46104,2010,970
46105,2016,2245
46105,2015,2367
46105,2014,2238
46105,2013,2181
46105,2012,2154
46105,2011,2279
46105,2010,1928
46106,2016,6610
46106,2015,6547
46106,2014,6541
46106,2013,6051
46106,2012,5173
46106,2011,4467
46106,2010,5928
46107,2016,12235
46107,2015,12125
46107,2014,12658
46107,2013,12763
46107,2012,12801
46107,2011,13043
46107,2010,12774
46110,2016,529
46110,2015,511
46110,2014,425
46110,2013,540
46110,2012,564
46110,2011,693
46110,2010,500
46111,2016,315
46111,2015,296
46111,2014,306
46111,2013,361
46111,2012,402
46111,2011,304
46111,2010,322
46112,2016,35322
46112,2015,34690
46112,2014,34063
46112,2013,33844
46112,2012,33705
46112,2011,33374
46112,2010,33662
46113,2016,15701
46113,2015,15811
46113,2014,15741
46113,2013,15100
46113,2012,15037
46113,2011,14302
46113,2010,14063
46115,2016,1970
46115,2015,1982
46115,2014,2174
46115,2013,2201
46115,2012,2077
46115,2011,1880
46115,2010,1933
46117,2016,706
46117,2015,622
46117,2014,421
46117,2013,439
46117,2012,397
46117,2011,375
46117,2010,671
46118,2016,5186
46118,2015,4975
46118,2014,5105
46118,2013,5207
46118,2012,5297
46118,2011,4790
46118,2010,5015
46120,2016,5557
46120,2015,5759
46120,2014,6008
46120,2013,6269
46120,2012,6182
46120,2011,6156
46120,2010,5954
46121,2016,5522
46121,2015,5559
46121,2014,5441
46121,2013,5275
46121,2012,5270
46121,2011,5059
46121,2010,5276
46122,2016,15524
46122,2015,15257
46122,2014,14709
46122,2013,14314
46122,2012,14363
46122,2011,14152
46122,2010,14671
46123,2016,34818
46123,2015,34167
46123,2014,32558
46123,2013,32069
46123,2012,31365
46123,2011,30349
46123,2010,31754
46124,2016,8103
46124,2015,7533
46124,2014,7465
46124,2013,7641
46124,2012,7893
46124,2011,7855
46124,2010,8127
46125,2016,36
46125,2015,37
46125,2014,39
46125,2013,48
46125,2012,19
46125,2011,12
46125,2010,51
46126,2016,5154
46126,2015,5103
46126,2014,4861
46126,2013,4172
46126,2012,4610
46126,2011,4567
46126,2010,4668
46127,2016,344
46127,2015,305
46127,2014,265
46127,2013,271
46127,2012,311
46127,2011,252
46127,2010,416
46128,2016,1854
46128,2015,1894
46128,2014,1819
46128,2013,1757
46128,2012,1776
46128,2011,1777
46128,2010,1949
46130,2016,2414
46130,2015,2444
46130,2014,2298
46130,2013,2536
46130,2012,2830
46130,2011,2719
46130,2010,2508
46131,2016,31866
46131,2015,31507
46131,2014,31183
46131,2013,31072
46131,2012,30925
46131,2011,30677
46131,2010,31036
46133,2016,697
46133,2015,593
46133,2014,495
46133,2013,897
46133,2012,1010
46133,2011,1034
46133,2010,816
46135,2016,20881
46135,2015,20881
46135,2014,20737
46135,2013,20512
46135,2012,20390
46135,2011,20563
46135,2010,20992
46140,2016,39242
46140,2015,39084
46140,2014,38870
46140,2013,39070
46140,2012,38876
46140,2011,38372
46140,2010,38543
46142,2016,30064
46142,2015,29896
46142,2014,30025
46142,2013,29735
46142,2012,28980
46142,2011,29586
46142,2010,30413
46143,2016,53473
46143,2015,52219
46143,2014,51282
46143,2013,50521
46143,2012,50241
46143,2011,49154
46143,2010,48555
46144,2016,189
46144,2015,195
46144,2014,155
46144,2013,131
46144,2012,108
46144,2011,106
46144,2010,211
46146,2016,72
46146,2015,59
46146,2014,72
46146,2013,72
46146,2012,109
46146,2011,110
46146,2010,117
46147,2016,3223
46147,2015,3453
46147,2014,3535
46147,2013,3418
46147,2012,3280
46147,2011,3194
46147,2010,3264
46148,2016,5294
46148,2015,5406
46148,2014,5204
46148,2013,5342
46148,2012,5625
46148,2011,5699
46148,2010,5097
46149,2016,2468
46149,2015,2486
46149,2014,2448
46149,2013,2151
46149,2012,2148
46149,2011,1911
46149,2010,1890
46150,2016,633
46150,2015,518
46150,2014,498
46150,2013,540
46150,2012,661
46150,2011,688
46150,2010,764
46151,2016,31581
46151,2015,30818
46151,2014,30770
46151,2013,30628
46151,2012,30317
46151,2011,30469
46151,2010,30921
46155,2016,65
46155,2015,86
46155,2014,121
46155,2013,136
46155,2012,149
46155,2011,166
46155,2010,103
46156,2016,1967
46156,2015,1639
46156,2014,1488
46156,2013,1519
46156,2012,1566
46156,2011,1684
46156,2010,1470
46157,2016,4145
46157,2015,4248
46157,2014,4124
46157,2013,3879
46157,2012,3927
46157,2011,3590
46157,2010,3639
46158,2016,22463
46158,2015,22552
46158,2014,22248
46158,2013,22442
46158,2012,22231
46158,2011,22608
46158,2010,23053
46160,2016,5998
46160,2015,6204
46160,2014,6285
46160,2013,6849
46160,2012,6846
46160,2011,6947
46160,2010,6421
46161,2016,2650
46161,2015,2750
46161,2014,2802
46161,2013,2534
46161,2012,2309
46161,2011,2234
46161,2010,2655
46162,2016,495
46162,2015,467
46162,2014,382
46162,2013,346
46162,2012,279
46162,2011,237
46162,2010,458
46163,2016,11721
46163,2015,11581
46163,2014,11643
46163,2013,11486
46163,2012,12028
46163,2011,11957
46163,2010,11963
46164,2016,3862
46164,2015,3893
46164,2014,3989
46164,2013,3998
46164,2012,4091
46164,2011,4021
46164,2010,3957
46165,2016,1438
46165,2015,1402
46165,2014,1301
46165,2013,1452
46165,2012,1606
46165,2011,1636
46165,2010,1498
46166,2016,1819
46166,2015,2304
46166,2014,2255
46166,2013,2143
46166,2012,2316
46166,2011,2389
46166,2010,2306
46167,2016,6292
46167,2015,6268
46167,2014,6389
46167,2013,6662
46167,2012,6455
46167,2011,6408
46167,2010,6336
46168,2016,32932
46168,2015,32530
46168,2014,32114
46168,2013,31696
46168,2012,30729
46168,2011,30677
46168,2010,30309
46171,2016,1393
46171,2015,1303
46171,2014,1419
46171,2013,1665
46171,2012,1570
46171,2011,1654
46171,2010,1695
46172,2016,2327
46172,2015,2420
46172,2014,2423
46172,2013,2455
46172,2012,2540
46172,2011,2526
46172,2010,2427
46173,2016,10536
46173,2015,10865
46173,2014,11433
46173,2013,11398
46173,2012,11349
46173,2011,11511
46173,2010,11190
46175,2016,624
46175,2015,484
46175,2014,604
46175,2013,707
46175,2012,671
46175,2011,618
46175,2010,597
46176,2016,27533
46176,2015,27515
46176,2014,27529
46176,2013,27766
46176,2012,27834
46176,2011,27866
46176,2010,27816
46180,2016,857
46180,2015,807
46180,2014,1058
46180,2013,1164
46180,2012,1306
46180,2011,1225
46180,2010,1028
46181,2016,4504
46181,2015,4592
46181,2014,4673
46181,2013,4394
46181,2012,4359
46181,2011,4489
46181,2010,4832
46182,2016,1385
46182,2015,1298
46182,2014,1639
46182,2013,1702
46182,2012,1754
46182,2011,2001
46182,2010,1927
46183,2016,275
46183,2015,284
46183,2014,246
46183,2013,263
46183,2012,247
46183,2011,0
46183,2010,82
46184,2016,13220
46184,2015,13094
46184,2014,12462
46184,2013,12358
46184,2012,12532
46184,2011,12330
46184,2010,11806
46186,2016,1849
46186,2015,1831
46186,2014,2027
46186,2013,1961
46186,2012,1802
46186,2011,1775
46186,2010,1753
46201,2016,30538
46201,2015,30737
46201,2014,31080
46201,2013,31369
46201,2012,30487
46201,2011,29994
46201,2010,30962
46202,2016,18288
46202,2015,17443
46202,2014,16690
46202,2013,15966
46202,2012,16021
46202,2011,16204
46202,2010,16335
46203,2016,38248
46203,2015,38717
46203,2014,38000
46203,2013,37400
46203,2012,38313
46203,2011,38365
46203,2010,38950
46204,2016,7001
46204,2015,6510
46204,2014,6309
46204,2013,5825
46204,2012,5903
46204,2011,6067
46204,2010,5125
46205,2016,27870
46205,2015,28339
46205,2014,27471
46205,2013,26487
46205,2012,26351
46205,2011,27151
46205,2010,25356
46208,2016,23504
46208,2015,23346
46208,2014,22565
46208,2013,22779
46208,2012,23312
46208,2011,22998
46208,2010,22239
46214,2016,24246
46214,2015,24709
46214,2014,24930
46214,2013,24240
46214,2012,23747
46214,2011,23153
46214,2010,24306
46216,2016,2044
46216,2015,1730
46216,2014,1718
46216,2013,1653
46216,2012,1496
46216,2011,1669
46216,2010,1697
46217,2016,31508
46217,2015,31389
46217,2014,29891
46217,2013,28722
46217,2012,29558
46217,2011,29816
46217,2010,29358
46218,2016,26831
46218,2015,27379
46218,2014,29124
46218,2013,29589
46218,2012,30516
46218,2011,30866
46218,2010,29028
46219,2016,36057
46219,2015,35735
46219,2014,34829
46219,2013,34377
46219,2012,33646
46219,2011,34332
46219,2010,33930
46220,2016,36128
46220,2015,36384
46220,2014,34571
46220,2013,34838
46220,2012,33833
46220,2011,33261
46220,2010,34830
46221,2016,26177
46221,2015,26272
46221,2014,26316
46221,2013,26345
46221,2012,27054
46221,2011,27089
46221,2010,26393
46222,2016,35467
46222,2015,34457
46222,2014,33892
46222,2013,33954
46222,2012,33061
46222,2011,33759
46222,2010,34044
46224,2016,36148
46224,2015,35995
46224,2014,35510
46224,2013,35147
46224,2012,35177
46224,2011,34804
46224,2010,35094
46225,2016,7664
46225,2015,7226
46225,2014,7097
46225,2013,7008
46225,2012,6524
46225,2011,6410
46225,2010,7319
46226,2016,45401
46226,2015,45559
46226,2014,45795
46226,2013,45341
46226,2012,45998
46226,2011,43677
46226,2010,43904
46227,2016,58930
46227,2015,57840
46227,2014,57935
46227,2013,58348
46227,2012,56449
46227,2011,55392
46227,2010,57086
46228,2016,14847
46228,2015,15135
46228,2014,15257
46228,2013,14611
46228,2012,14876
46228,2011,14931
46228,2010,14755
46229,2016,28040
46229,2015,27809
46229,2014,27988
46229,2013,28640
46229,2012,27913
46229,2011,28073
46229,2010,27262
46231,2016,10316
46231,2015,10683
46231,2014,11312
46231,2013,11476
46231,2012,11440
46231,2011,10870
46231,2010,10440
46234,2016,27770
46234,2015,26935
46234,2014,26939
46234,2013,26291
46234,2012,25002
46234,2011,25417
46234,2010,24810
46235,2016,33459
46235,2015,32465
46235,2014,31964
46235,2013,30524
46235,2012,29507
46235,2011,29435
46235,2010,30825
46236,2016,26880
46236,2015,26518
46236,2014,26872
46236,2013,27509
46236,2012,26751
46236,2011,27541
46236,2010,27294
46237,2016,39793
46237,2015,40665
46237,2014,40654
46237,2013,40329
46237,2012,39803
46237,2011,38315
46237,2010,39624
46239,2016,29187
46239,2015,28796
46239,2014,27196
46239,2013,26317
46239,2012,24348
46239,2011,23037
46239,2010,25345
46240,2016,19474
46240,2015,19390
46240,2014,19835
46240,2013,18808
46240,2012,18817
46240,2011,18448
46240,2010,18731
46241,2016,32081
46241,2015,31155
46241,2014,31125
46241,2013,30955
46241,2012,30918
46241,2011,30044
46241,2010,30670
46250,2016,18400
46250,2015,17872
46250,2014,17840
46250,2013,17861
46250,2012,18545
46250,2011,19175
46250,2010,18546
46254,2016,40335
46254,2015,39490
46254,2014,38256
46254,2013,37545
46254,2012,36530
46254,2011,35667
46254,2010,38095
46256,2016,23119
46256,2015,23324
46256,2014,22803
46256,2013,23078
46256,2012,23541
46256,2011,23153
46256,2010,23647
46259,2016,11364
46259,2015,11341
46259,2014,11878
46259,2013,12161
46259,2012,11777
46259,2011,11087
46259,2010,11617
46260,2016,32692
46260,2015,32341
46260,2014,32932
46260,2013,33273
46260,2012,32779
46260,2011,32539
46260,2010,32406
46268,2016,25036
46268,2015,25530
46268,2014,26049
46268,2013,26488
46268,2012,26411
46268,2011,26698
46268,2010,24965
46278,2016,7985
46278,2015,7504
46278,2014,7506
46278,2013,7814
46278,2012,7968
46278,2011,7813
46278,2010,8197
46280,2016,7511
46280,2015,7051
46280,2014,6857
46280,2013,6963
46280,2012,6595
46280,2011,6879
46280,2010,6793
46290,2016,231
46290,2015,224
46290,2014,231
46290,2013,343
46290,2012,297
46290,2011,171
46290,2010,170
46301,2016,643
46301,2015,562
46301,2014,553
46301,2013,550
46301,2012,571
46301,2011,621
46301,2010,669
46303,2016,14375
46303,2015,14078
46303,2014,13997
46303,2013,13784
46303,2012,13631
46303,2011,13595
46303,2010,14170
46304,2016,24270
46304,2015,24514
46304,2014,24535
46304,2013,24282
46304,2012,24618
46304,2011,24769
46304,2010,24207
46307,2016,61385
46307,2015,60717
46307,2014,60326
46307,2013,60191
46307,2012,59749
46307,2011,58447
46307,2010,60619
46310,2016,14217
46310,2015,13820
46310,2014,13610
46310,2013,13311
46310,2012,13085
46310,2011,12914
46310,2010,13565
46311,2016,21708
46311,2015,21972
46311,2014,22333
46311,2013,21917
46311,2012,21373
46311,2011,20783
46311,2010,20816
46312,2016,28961
46312,2015,29178
46312,2014,29387
46312,2013,29584
46312,2012,29789
46312,2011,30003
46312,2010,29698
46319,2016,17924
46319,2015,17866
46319,2014,17949
46319,2013,18032
46319,2012,18086
46319,2011,18393
46319,2010,18404
46320,2016,14822
46320,2015,15086
46320,2014,14884
46320,2013,15440
46320,2012,15215
46320,2011,14932
46320,2010,15508
46321,2016,23103
46321,2015,23250
46321,2014,23325
46321,2013,23445
46321,2012,23460
46321,2011,23406
46321,2010,23603
46322,2016,23107
46322,2015,23285
46322,2014,23429
46322,2013,23544
46322,2012,23646
46322,2011,23741
46322,2010,23727
46323,2016,22256
46323,2015,22671
46323,2014,23182
46323,2013,22561
46323,2012,22618
46323,2011,23660
46323,2010,22743
46324,2016,22307
46324,2015,22469
46324,2014,22903
46324,2013,23359
46324,2012,22944
46324,2011,23111
46324,2010,23165
46327,2016,11842
46327,2015,11607
46327,2014,11333
46327,2013,11435
46327,2012,12272
46327,2011,11871
46327,2010,12153
46340,2016,859
46340,2015,906
46340,2014,909
46340,2013,1093
46340,2012,1083
46340,2011,1199
46340,2010,1068
46341,2016,10215
46341,2015,9921
46341,2014,10342
46341,2013,10422
46341,2012,10610
46341,2011,10815
46341,2010,10426
46342,2016,30473
46342,2015,30972
46342,2014,31378
46342,2013,31156
46342,2012,31077
46342,2011,31122
46342,2010,31244
46345,2016,225
46345,2015,282
46345,2014,383
46345,2013,337
46345,2012,293
46345,2011,295
46345,2010,249
46346,2016,1304
46346,2015,1470
46346,2014,1558
46346,2013,1600
46346,2012,1539
46346,2011,1594
46346,2010,1423
46347,2016,4885
46347,2015,4769
46347,2014,4803
46347,2013,4860
46347,2012,4844
46347,2011,4838
46347,2010,4760
46348,2016,1003
46348,2015,1026
46348,2014,1131
46348,2013,1034
46348,2012,1014
46348,2011,950
46348,2010,1045
46349,2016,3005
46349,2015,3339
46349,2014,3074
46349,2013,3461
46349,2012,3302
46349,2011,3427
46349,2010,3336
46350,2016,42558
46350,2015,42614
46350,2014,43001
46350,2013,43335
46350,2012,43249
46350,2011,42921
46350,2010,43650
46356,2016,17873
46356,2015,17654
46356,2014,17626
46356,2013,17503
46356,2012,17541
46356,2011,17268
46356,2010,17524
46360,2016,43509
46360,2015,43613
46360,2014,43620
46360,2013,43882
46360,2012,44106
46360,2011,44351
46360,2010,43625
46365,2016,713
46365,2015,881
46365,2014,1001
46365,2013,1185
46365,2012,1151
46365,2011,1241
46365,2010,1068
46366,2016,5431
46366,2015,5614
46366,2014,5661
46366,2013,5673
46366,2012,5573
46366,2011,5677
46366,2010,5791
46368,2016,39062
