zip_code,year,population
24201,2010,17116
24202,2016,12154
24202,2015,12556
24202,2014,13195
24202,2013,13195
24202,2012,13140
24202,2011,12727
24202,2010,12905
24210,2016,17109
24210,2015,17066
24210,2014,16569
24210,2013,16239
24210,2012,16195
24210,2011,16028
24210,2010,16840
24211,2016,9995
24211,2015,10193
24211,2014,10048
24211,2013,10503
24211,2012,10217
24211,2011,10072
24211,2010,9922
24216,2016,2665
24216,2015,2843
24216,2014,2698
24216,2013,2891
24216,2012,3110
24216,2011,2904
24216,2010,2939
24217,2016,301
24217,2015,337
24217,2014,395
24217,2013,451
24217,2012,519
24217,2011,715
24217,2010,406
24219,2016,11171
24219,2015,11357
24219,2014,11429
24219,2013,11661
24219,2012,11682
24219,2011,11858
24219,2010,11265
24220,2016,610
24220,2015,473
24220,2014,503
24220,2013,615
24220,2012,805
24220,2011,857
24220,2010,895
24221,2016,766
24221,2015,837
24221,2014,763
24221,2013,944
24221,2012,1064
24221,2011,814
24221,2010,938
24224,2016,6215
24224,2015,6273
24224,2014,6503
24224,2013,6830
24224,2012,7234
24224,2011,7000
24224,2010,6734
24225,2016,1871
24225,2015,1944
24225,2014,1913
24225,2013,2033
24225,2012,1732
24225,2011,1752
24225,2010,1697
24226,2016,1462
24226,2015,1547
24226,2014,1533
24226,2013,1713
24226,2012,1443
24226,2011,1484
24226,2010,1433
24228,2016,6776
24228,2015,6616
24228,2014,6519
24228,2013,6636
24228,2012,6863
24228,2011,6711
24228,2010,7016
24230,2016,9053
24230,2015,9003
24230,2014,9279
24230,2013,8813
24230,2012,8859
24230,2011,8796
24230,2010,9597
24236,2016,2981
24236,2015,2917
24236,2014,3105
24236,2013,3371
24236,2012,3093
24236,2011,3266
24236,2010,3085
24237,2016,1149
24237,2015,1214
24237,2014,1059
24237,2013,1235
24237,2012,1121
24237,2011,1120
24237,2010,1192
24239,2016,167
24239,2015,247
24239,2014,198
24239,2013,180
24239,2012,119
24239,2011,126
24239,2010,113
24243,2016,2255
24243,2015,2383
24243,2014,2324
24243,2013,2489
24243,2012,2343
24243,2011,2163
24243,2010,2222
24244,2016,6176
24244,2015,6324
24244,2014,6161
24244,2013,5616
24244,2012,5393
24244,2011,5185
24244,2010,5723
24245,2016,908
24245,2015,983
24245,2014,1008
24245,2013,1172
24245,2012,1262
24245,2011,1160
24245,2010,1129
24246,2016,431
24246,2015,457
24246,2014,365
24246,2013,359
24246,2012,398
24246,2011,190
24246,2010,455
24248,2016,2570
24248,2015,2801
24248,2014,2734
24248,2013,2512
24248,2012,2696
24248,2011,2491
24248,2010,2596
24250,2016,1489
24250,2015,1282
24250,2014,1399
24250,2013,1395
24250,2012,1135
24250,2011,1271
24250,2010,1319
24251,2016,8371
24251,2015,8500
24251,2014,8311
24251,2013,8289
24251,2012,8747
24251,2011,9025
24251,2010,8773
24256,2016,3523
24256,2015,3639
24256,2014,3711
24256,2013,3618
24256,2012,3685
24256,2011,3834
24256,2010,3491
24258,2016,1666
24258,2015,1800
24258,2014,1915
24258,2013,1622
24258,2012,1654
24258,2011,1716
24258,2010,1624
24260,2016,5995
24260,2015,6082
24260,2014,5948
24260,2013,6103
24260,2012,6437
24260,2011,6717
24260,2010,5734
24263,2016,6237
24263,2015,6541
24263,2014,6711
24263,2013,6702
24263,2012,6364
24263,2011,6161
24263,2010,7950
24265,2016,499
24265,2015,549
24265,2014,645
24265,2013,998
24265,2012,1134
24265,2011,1218
24265,2010,930
24266,2016,9101
24266,2015,9146
24266,2014,9225
24266,2013,8526
24266,2012,8711
24266,2011,8997
24266,2010,9521
24269,2016,401
24269,2015,353
24269,2014,577
24269,2013,716
24269,2012,599
24269,2011,467
24269,2010,324
24270,2016,497
24270,2015,628
24270,2014,531
24270,2013,582
24270,2012,703
24270,2011,692
24270,2010,582
24271,2016,2501
24271,2015,2452
24271,2014,2396
24271,2013,2559
24271,2012,2481
24271,2011,2432
24271,2010,2689
24272,2016,439
24272,2015,660
24272,2014,566
24272,2013,455
24272,2012,407
24272,2011,540
24272,2010,527
24273,2016,6660
24273,2015,6986
24273,2014,6939
24273,2013,6755
24273,2012,6596
24273,2011,6194
24273,2010,6262
24277,2016,6676
24277,2015,6244
24277,2014,6201
24277,2013,6289
24277,2012,6978
24277,2011,7545
24277,2010,5849
24279,2016,5320
24279,2015,5396
24279,2014,5761
24279,2013,5709
24279,2012,5946
24279,2011,6405
24279,2010,5541
24280,2016,825
24280,2015,667
24280,2014,604
24280,2013,693
24280,2012,756
24280,2011,717
24280,2010,823
24281,2016,2861
24281,2015,2767
24281,2014,2833
24281,2013,2691
24281,2012,2498
24281,2011,2562
24281,2010,2487
24282,2016,659
24282,2015,674
24282,2014,610
24282,2013,587
24282,2012,589
24282,2011,677
24282,2010,727
24283,2016,1966
24283,2015,1948
24283,2014,2049
24283,2013,2206
24283,2012,2406
24283,2011,2409
24283,2010,2171
24290,2016,2034
24290,2015,1954
24290,2014,2146
24290,2013,2469
24290,2012,2325
24290,2011,2331
24290,2010,1874
24292,2016,347
24292,2015,464
24292,2014,488
24292,2013,548
24292,2012,540
24292,2011,587
24292,2010,535
24293,2016,9953
24293,2015,9768
24293,2014,9888
24293,2013,10352
24293,2012,9916
24293,2011,10295
24293,2010,10791
24301,2016,13774
24301,2015,13432
24301,2014,13523
24301,2013,13653
24301,2012,13802
24301,2011,13882
24301,2010,14366
24311,2016,1978
24311,2015,2019
24311,2014,2154
24311,2013,1906
24311,2012,2002
24311,2011,1828
24311,2010,1977
24312,2016,1946
24312,2015,2143
24312,2014,2241
24312,2013,2006
24312,2012,2539
24312,2011,2448
24312,2010,2401
24313,2016,854
24313,2015,896
24313,2014,1087
24313,2013,1209
24313,2012,1035
24313,2011,1027
24313,2010,884
24314,2016,1638
24314,2015,1640
24314,2014,1481
24314,2013,1524
24314,2012,1718
24314,2011,1516
24314,2010,1560
24315,2016,3514
24315,2015,3744
24315,2014,4005
24315,2013,3926
24315,2012,3661
24315,2011,3272
24315,2010,3774
24316,2016,0
24316,2015,17
24316,2014,41
24316,2013,26
24316,2012,23
24316,2011,15
24316,2010,50
24317,2016,4087
24317,2015,4208
24317,2014,4189
24317,2013,4335
24317,2012,4391
24317,2011,4111
24317,2010,3858
24318,2016,748
24318,2015,722
24318,2014,739
24318,2013,792
24318,2012,632
24318,2011,749
24318,2010,639
24319,2016,7400
24319,2015,7474
24319,2014,7403
24319,2013,7398
24319,2012,7593
24319,2011,7532
24319,2010,6979
24322,2016,194
24322,2015,209
24322,2014,189
24322,2013,216
24322,2012,222
24322,2011,204
24322,2010,174
24323,2016,657
24323,2015,668
24323,2014,575
24323,2013,584
24323,2012,681
24323,2011,694
24323,2010,644
24324,2016,2129
24324,2015,1979
24324,2014,2101
24324,2013,2211
24324,2012,1975
24324,2011,1753
24324,2010,2013
24325,2016,927
24325,2015,873
24325,2014,835
24325,2013,1052
24325,2012,1199
24325,2011,1311
24325,2010,1039
24326,2016,1209
24326,2015,1132
24326,2014,1097
24326,2013,970
24326,2012,897
24326,2011,872
24326,2010,1058
24328,2016,1591
24328,2015,1458
24328,2014,1392
24328,2013,1607
24328,2012,1687
24328,2011,1918
24328,2010,1726
24330,2016,3266
24330,2015,3333
24330,2014,3255
24330,2013,3722
24330,2012,3817
24330,2011,3766
24330,2010,3401
24333,2016,17722
24333,2015,17759
24333,2014,18040
24333,2013,17947
24333,2012,17540
24333,2011,18171
24333,2010,17996
24340,2016,5880
24340,2015,5506
24340,2014,5741
24340,2013,5431
24340,2012,5693
24340,2011,5734
24340,2010,5657
24343,2016,9038
24343,2015,9021
24343,2014,8835
24343,2013,8815
24343,2012,8898
24343,2011,8532
24343,2010,9267
24347,2016,1685
24347,2015,1900
24347,2014,1800
24347,2013,1937
24347,2012,1826
24347,2011,1847
24347,2010,1931
24348,2016,3736
24348,2015,3806
24348,2014,3892
24348,2013,4048
24348,2012,4294
24348,2011,4436
24348,2010,3958
24350,2016,904
24350,2015,1064
24350,2014,1030
24350,2013,898
24350,2012,1189
24350,2011,1225
24350,2010,1261
24351,2016,678
24351,2015,755
24351,2014,787
24351,2013,630
24351,2012,599
24351,2011,491
24351,2010,668
24352,2016,1000
24352,2015,954
24352,2014,1224
24352,2013,923
24352,2012,944
24352,2011,862
24352,2010,890
24354,2016,14802
24354,2015,15107
24354,2014,15228
24354,2013,15271
24354,2012,15304
24354,2011,15187
24354,2010,15315
24360,2016,6247
24360,2015,6099
24360,2014,6207
24360,2013,6497
24360,2012,6626
24360,2011,6577
24360,2010,6169
24361,2016,5525
24361,2015,5267
24361,2014,5240
24361,2013,5206
24361,2012,5146
24361,2011,5324
24361,2010,5431
24363,2016,1444
24363,2015,1521
24363,2014,1277
24363,2013,1241
24363,2012,1182
24363,2011,1167
24363,2010,1365
24366,2016,590
24366,2015,537
24366,2014,511
24366,2013,473
24366,2012,567
24366,2011,858
24366,2010,781
24368,2016,5305
24368,2015,5306
24368,2014,5250
24368,2013,4870
24368,2012,4640
24368,2011,4931
24368,2010,4953
24370,2016,5892
24370,2015,6104
24370,2014,5976
24370,2013,6228
24370,2012,6072
24370,2011,6605
24370,2010,6572
24374,2016,960
24374,2015,893
24374,2014,964
24374,2013,1012
24374,2012,1182
24374,2011,1044
24374,2010,787
24375,2016,1489
24375,2015,1256
24375,2014,1397
24375,2013,1569
24375,2012,1571
24375,2011,1628
24375,2010,1611
24377,2016,270
24377,2015,267
24377,2014,308
24377,2013,245
24377,2012,361
24377,2011,320
24377,2010,348
24378,2016,1188
24378,2015,1145
24378,2014,1286
24378,2013,1412
24378,2012,1364
24378,2011,1347
24378,2010,1229
24380,2016,2727
24380,2015,2607
24380,2014,2990
24380,2013,2928
24380,2012,2260
24380,2011,2289
24380,2010,2639
24381,2016,4215
24381,2015,4243
24381,2014,4001
24381,2013,3522
24381,2012,3294
24381,2011,3421
24381,2010,3816
24382,2016,13833
24382,2015,13937
24382,2014,13676
24382,2013,13810
24382,2012,13303
24382,2011,13368
24382,2010,14366
24401,2016,35789
24401,2015,35427
24401,2014,35562
24401,2013,35256
24401,2012,35403
24401,2011,35116
24401,2010,35499
24411,2016,51
24411,2015,175
24411,2014,116
24411,2013,112
24411,2012,116
24411,2011,126
24411,2010,112
24412,2016,54
24412,2015,66
24412,2014,67
24412,2013,138
24412,2012,155
24412,2011,152
24412,2010,131
24413,2016,172
24413,2015,131
24413,2014,160
24413,2013,142
24413,2012,170
24413,2011,160
24413,2010,178
24415,2016,94
24415,2015,90
24415,2014,78
24415,2013,87
24415,2012,94
24415,2011,44
24415,2010,41
24416,2016,8470
24416,2015,8391
24416,2014,8289
24416,2013,8674
24416,2012,8809
24416,2011,8611
24416,2010,8807
24421,2016,3869
24421,2015,3777
24421,2014,3555
24421,2013,3439
24421,2012,3664
24421,2011,3451
24421,2010,3868
24422,2016,6167
24422,2015,6390
24422,2014,6477
24422,2013,6694
24422,2012,6566
24422,2011,6878
24422,2010,6315
24426,2016,14083
24426,2015,14176
24426,2014,14049
24426,2013,14035
24426,2012,14140
24426,2011,14076
24426,2010,14329
24430,2016,3708
24430,2015,4041
24430,2014,4454
24430,2013,4617
24430,2012,4788
24430,2011,4997
24430,2010,2643
24431,2016,2107
24431,2015,2148
24431,2014,2396
24431,2013,2489
24431,2012,2713
24431,2011,2422
24431,2010,2656
24432,2016,290
24432,2015,349
24432,2014,298
24432,2013,308
24432,2012,300
24432,2011,309
24432,2010,336
24433,2016,82
24433,2015,72
24433,2014,75
24433,2013,99
24433,2012,46
24433,2011,51
24433,2010,99
24435,2016,2315
24435,2015,2283
24435,2014,2098
24435,2013,2264
24435,2012,2457
24435,2011,2256
24435,2010,1925
24437,2016,1263
24437,2015,1211
24437,2014,1278
24437,2013,1159
24437,2012,1026
24437,2011,703
24437,2010,904
24439,2016,1247
24439,2015,1176
24439,2014,1277
24439,2013,1396
24439,2012,1203
24439,2011,1188
24439,2010,1253
24440,2016,3321
24440,2015,3281
24440,2014,3080
24440,2013,2762
24440,2012,2548
24440,2011,2423
24440,2010,2916
24441,2016,6541
24441,2015,6833
24441,2014,6699
24441,2013,6994
24441,2012,6575
24441,2011,7064
24441,2010,6140
24442,2016,110
24442,2015,147
24442,2014,128
24442,2013,137
24442,2012,175
24442,2011,163
24442,2010,120
24445,2016,2632
24445,2015,2270
24445,2014,2319
24445,2013,2207
24445,2012,2229
24445,2011,2207
24445,2010,2673
24448,2016,314
24448,2015,345
24448,2014,356
24448,2013,448
24448,2012,434
24448,2011,437
24448,2010,376
24450,2016,16569
24450,2015,16541
24450,2014,16872
24450,2013,16649
24450,2012,16467
24450,2011,16826
24450,2010,16741
24457,2016,150
24457,2015,122
24457,2014,301
24457,2013,230
24457,2012,293
24457,2011,379
24457,2010,270
24458,2016,388
24458,2015,432
24458,2014,425
24458,2013,469
24458,2012,387
24458,2011,450
24458,2010,442
24459,2016,591
24459,2015,637
24459,2014,715
24459,2013,966
24459,2012,929
24459,2011,763
24459,2010,818
24460,2016,1367
24460,2015,1525
24460,2014,1326
24460,2013,1501
24460,2012,1292
24460,2011,1496
24460,2010,1530
24464,2016,235
24464,2015,187
24464,2014,186
24464,2013,263
24464,2012,281
24464,2011,262
24464,2010,213
24465,2016,1360
24465,2015,1340
24465,2014,1337
24465,2013,1282
24465,2012,1458
24465,2011,1404
24465,2010,1382
24467,2016,1993
24467,2015,2065
24467,2014,1976
24467,2013,2055
24467,2012,1972
24467,2011,2263
24467,2010,2212
24471,2016,1364
24471,2015,1166
24471,2014,1032
24471,2013,1011
24471,2012,971
24471,2011,1044
24471,2010,1355
24472,2016,2086
24472,2015,2146
24472,2014,1976
24472,2013,1673
24472,2012,1395
24472,2011,1595
24472,2010,2271
24473,2016,740
24473,2015,679
24473,2014,817
24473,2013,743
24473,2012,988
24473,2011,1095
24473,2010,922
24474,2016,417
24474,2015,363
24474,2014,439
24474,2013,501
24474,2012,669
24474,2011,599
24474,2010,544
24476,2016,176
24476,2015,249
24476,2014,242
24476,2013,258
24476,2012,288
24476,2011,291
24476,2010,280
24477,2016,10999
24477,2015,10372
24477,2014,10150
24477,2013,9933
24477,2012,9687
24477,2011,10004
24477,2010,10573
24479,2016,1327
24479,2015,1224
24479,2014,1294
24479,2013,1234
24479,2012,1323
24479,2011,1332
24479,2010,1537
24482,2016,4744
24482,2015,4436
24482,2014,4316
24482,2013,4230
24482,2012,4695
24482,2011,5000
24482,2010,4872
24483,2016,613
24483,2015,761
24483,2014,1179
24483,2013,1047
24483,2012,1089
24483,2011,991
24483,2010,587
24484,2016,879
24484,2015,1146
24484,2014,1195
24484,2013,1118
24484,2012,1236
24484,2011,1044
24484,2010,741
24485,2016,147
24485,2015,167
24485,2014,183
24485,2013,287
24485,2012,407
24485,2011,370
24485,2010,389
24486,2016,3699
24486,2015,4002
24486,2014,4130
24486,2013,3656
24486,2012,3217
24486,2011,3337
24486,2010,3490
24487,2016,308
24487,2015,293
24487,2014,448
24487,2013,321
24487,2012,277
24487,2011,262
24487,2010,320
24501,2016,26509
24501,2015,26074
24501,2014,26574
24501,2013,26605
24501,2012,26458
24501,2011,26799
24501,2010,26757
24502,2016,46432
24502,2015,46545
24502,2014,45728
24502,2013,44647
24502,2012,44312
24502,2011,43202
24502,2010,43426
24503,2016,18842
24503,2015,18901
24503,2014,18678
24503,2013,19111
24503,2012,19394
24503,2011,19521
24503,2010,19331
24504,2016,9593
24504,2015,10222
24504,2014,10525
24504,2013,10818
24504,2012,10864
24504,2011,10623
24504,2010,9777
24517,2016,5378
24517,2015,5581
24517,2014,5670
24517,2013,5535
24517,2012,5615
24517,2011,5798
24517,2010,5693
24520,2016,2170
24520,2015,2005
24520,2014,2000
24520,2013,1965
24520,2012,2057
24520,2011,2316
24520,2010,2450
24521,2016,10875
24521,2015,10779
24521,2014,10544
24521,2013,10582
24521,2012,10499
24521,2011,10893
24521,2010,10576
24522,2016,9670
24522,2015,9558
24522,2014,9924
24522,2013,9625
24522,2012,9729
24522,2011,9205
24522,2010,9213
24523,2016,19632
24523,2015,19281
24523,2014,18789
24523,2013,18761
24523,2012,18527
24523,2011,19073
24523,2010,18952
24526,2016,1119
24526,2015,1092
24526,2014,1218
24526,2013,1292
24526,2012,1240
24526,2011,1456
24526,2010,1593
24527,2016,2890
24527,2015,3059
24527,2014,3104
24527,2013,2924
24527,2012,2902
24527,2011,2943
24527,2010,3027
24528,2016,3217
24528,2015,3072
24528,2014,3133
24528,2013,3289
24528,2012,3291
24528,2011,3292
24528,2010,3200
24529,2016,1604
24529,2015,1613
24529,2014,1334
24529,2013,1320
24529,2012,1381
24529,2011,1317
24529,2010,1724
24530,2016,1350
24530,2015,1425
24530,2014,1278
24530,2013,1132
24530,2012,1174
24530,2011,979
24530,2010,1088
24531,2016,9120
24531,2015,8719
24531,2014,8969
24531,2013,9306
24531,2012,9468
24531,2011,9132
24531,2010,9203
24534,2016,1198
24534,2015,1447
24534,2014,1514
24534,2013,1537
24534,2012,1546
24534,2011,1689
24534,2010,1740
24536,2016,372
24536,2015,244
24536,2014,158
24536,2013,146
24536,2012,150
24536,2011,61
24536,2010,194
24538,2016,4990
24538,2015,4536
24538,2014,4496
24538,2013,4729
24538,2012,4409
24538,2011,4798
24538,2010,4742
24539,2016,133
24539,2015,134
24539,2014,110
24539,2013,61
24539,2012,39
24539,2011,33
24539,2010,134
24540,2016,31881
24540,2015,31267
24540,2014,30893
24540,2013,31276
24540,2012,31329
24540,2011,32120
24540,2010,32170
24541,2016,27541
24541,2015,28101
24541,2014,28878
24541,2013,28901
24541,2012,28936
24541,2011,28768
24541,2010,28221
24549,2016,4222
24549,2015,4421
24549,2014,4850
24549,2013,4682
24549,2012,4818
24549,2011,4634
24549,2010,4292
24550,2016,7881
24550,2015,8208
24550,2014,8011
24550,2013,7698
24550,2012,7391
24550,2011,7208
24550,2010,7258
24551,2016,23460
24551,2015,22966
24551,2014,22080
24551,2013,21793
24551,2012,21439
24551,2011,20425
24551,2010,20667
24553,2016,1771
24553,2015,2138
24553,2014,2233
24553,2013,2490
24553,2012,2516
24553,2011,2172
24553,2010,1902
24554,2016,4361
24554,2015,4126
24554,2014,3844
24554,2013,3637
24554,2012,3515
24554,2011,3403
24554,2010,3995
24555,2016,1907
24555,2015,2489
24555,2014,2395
24555,2013,2506
24555,2012,2365
24555,2011,2393
24555,2010,2140
24556,2016,3147
24556,2015,3543
24556,2014,3547
24556,2013,3581
24556,2012,3537
24556,2011,3352
24556,2010,3053
24557,2016,7353
24557,2015,7214
24557,2014,7102
24557,2013,7341
24557,2012,7744
24557,2011,7632
24557,2010,7977
24558,2016,6659
24558,2015,7128
24558,2014,7039
24558,2013,6721
24558,2012,7255
24558,2011,6731
24558,2010,6347
24562,2016,499
24562,2015,385
24562,2014,303
24562,2013,328
24562,2012,560
24562,2011,456
24562,2010,426
24563,2016,5334
24563,2015,5645
24563,2014,5359
24563,2013,5335
24563,2012,5404
24563,2011,5697
24563,2010,5489
24565,2016,1075
24565,2015,1190
24565,2014,1166
24565,2013,1129
24565,2012,1186
24565,2011,1175
24565,2010,1026
24566,2016,1447
24566,2015,1263
24566,2014,1419
24566,2013,1546
24566,2012,1547
24566,2011,1236
24566,2010,1402
24569,2016,1079
24569,2015,949
24569,2014,1215
24569,2013,1111
24569,2012,1204
24569,2011,1129
24569,2010,1064
24570,2016,16
24570,2015,11
24570,2014,7
24570,2013,0
24570,2012,0
24570,2011,0
24570,2010,20
24571,2016,2027
24571,2015,1889
24571,2014,1920
24571,2013,2012
24571,2012,1744
24571,2011,1791
24571,2010,1979
24572,2016,15893
24572,2015,15461
24572,2014,15659
24572,2013,15878
24572,2012,15643
24572,2011,15674
24572,2010,16395
24574,2016,4206
24574,2015,4475
24574,2014,4271
24574,2013,3866
24574,2012,3996
24574,2011,3539
24574,2010,3977
24577,2016,4892
24577,2015,5020
24577,2014,4927
24577,2013,4945
24577,2012,4988
24577,2011,4744
24577,2010,5239
24578,2016,1007
24578,2015,916
24578,2014,883
24578,2013,866
24578,2012,767
24578,2011,814
24578,2010,1056
24579,2016,1718
24579,2015,1613
24579,2014,1352
24579,2013,1266
24579,2012,1459
24579,2011,1402
24579,2010,1389
24580,2016,414
24580,2015,538
24580,2014,661
24580,2013,626
24580,2012,619
24580,2011,688
24580,2010,613
24581,2016,33
24581,2015,0
24581,2014,0
24581,2013,0
24581,2012,0
24581,2011,0
24581,2010,23
24586,2016,5721
24586,2015,5845
24586,2014,5556
24586,2013,5949
24586,2012,5560
24586,2011,5656
24586,2010,5562
24588,2016,9138
24588,2015,8575
24588,2014,8963
24588,2013,8792
24588,2012,9016
24588,2011,9093
24588,2010,9647
24589,2016,2052
24589,2015,1958
24589,2014,1932
24589,2013,2254
24589,2012,2172
24589,2011,2413
24589,2010,2271
24590,2016,7983
24590,2015,8346
24590,2014,8009
24590,2013,7877
24590,2012,8046
24590,2011,8185
24590,2010,8074
24592,2016,14458
24592,2015,14516
24592,2014,14850
24592,2013,14529
24592,2012,14313
24592,2011,14230
24592,2010,13934
24593,2016,1899
24593,2015,2044
24593,2014,1958
24593,2013,2047
24593,2012,1827
24593,2011,1710
24593,2010,1963
24594,2016,1588
24594,2015,1494
24594,2014,1223
24594,2013,1389
24594,2012,1400
24594,2011,1740
24594,2010,1651
24595,2016,587
24595,2015,598
24595,2014,653
24595,2013,717
24595,2012,787
24595,2011,895
24595,2010,679
24597,2016,1176
24597,2015,1187
24597,2014,1134
24597,2013,1301
24597,2012,1036
24597,2011,1172
24597,2010,1257
24598,2016,1804
24598,2015,1726
24598,2014,1732
24598,2013,1995
24598,2012,2004
24598,2011,2104
24598,2010,1984
24599,2016,806
24599,2015,846
24599,2014,664
24599,2013,394
24599,2012,402
24599,2011,390
24599,2010,606
24601,2016,65
24601,2015,65
24601,2014,66
24601,2013,45
24601,2012,47
24601,2011,81
24601,2010,77
24602,2016,1229
24602,2015,1080
24602,2014,909
24602,2013,1012
24602,2012,968
24602,2011,891
24602,2010,962
24603,2016,939
24603,2015,959
24603,2014,1118
24603,2013,1266
24603,2012,1202
24603,2011,1391
24603,2010,978
24604,2016,496
24604,2015,559
24604,2014,589
24604,2013,643
24604,2012,447
24604,2011,285
24604,2010,342
24605,2016,8924
24605,2015,9315
24605,2014,9094
24605,2013,8426
24605,2012,8622
24605,2011,9189
24605,2010,9301
24606,2016,128
24606,2015,167
24606,2014,351
24606,2013,386
24606,2012,391
24606,2011,448
24606,2010,170
24607,2016,469
24607,2015,465
24607,2014,394
24607,2013,452
24607,2012,395
24607,2011,338
24607,2010,462
24609,2016,6819
24609,2015,7283
24609,2014,7231
24609,2013,7139
24609,2012,6695
24609,2011,7084
24609,2010,7630
24612,2016,180
24612,2015,186
24612,2014,200
24612,2013,138
24612,2012,104
24612,2011,224
24612,2010,229
24613,2016,319
24613,2015,382
24613,2014,403
24613,2013,405
24613,2012,535
24613,2011,553
24613,2010,911
24614,2016,7434
24614,2015,7971
24614,2014,7621
24614,2013,7570
24614,2012,7751
24614,2011,7798
24614,2010,8061
24620,2016,3064
24620,2015,2992
24620,2014,3300
24620,2013,3439
24620,2012,3606
24620,2011,2952
24620,2010,2774
24622,2016,840
24622,2015,742
24622,2014,852
24622,2013,858
24622,2012,1139
24622,2011,1113
24622,2010,1028
24628,2016,386
24628,2015,394
24628,2014,299
24628,2013,242
24628,2012,139
24628,2011,114
24628,2010,295
24630,2016,6933
24630,2015,6822
24630,2014,7118
24630,2013,7466
24630,2012,7427
24630,2011,7418
24630,2010,6774
24631,2016,2416
24631,2015,2318
24631,2014,2056
24631,2013,2096
24631,2012,2040
24631,2011,2469
24631,2010,2843
24634,2016,622
24634,2015,562
24634,2014,573
24634,2013,711
24634,2012,679
24634,2011,605
24634,2010,574
24635,2016,1340
24635,2015,1334
24635,2014,1185
24635,2013,1121
24635,2012,1112
24635,2011,1079
24635,2010,1650
24637,2016,4024
24637,2015,3799
24637,2014,3818
24637,2013,4070
24637,2012,3941
24637,2011,3733
24637,2010,3410
24639,2016,2960
24639,2015,3301
24639,2014,4044
24639,2013,4027
24639,2012,4615
24639,2011,4435
24639,2010,3533
24641,2016,5756
24641,2015,5899
24641,2014,5968
24641,2013,5982
24641,2012,5966
24641,2011,5889
24641,2010,5953
24646,2016,762
24646,2015,644
24646,2014,687
24646,2013,559
24646,2012,641
24646,2011,516
24646,2010,750
24649,2016,3036
24649,2015,2973
24649,2014,2925
24649,2013,3123
24649,2012,2821
24649,2011,2670
24649,2010,2760
24651,2016,6217
24651,2015,5986
24651,2014,6210
24651,2013,6026
24651,2012,5702
24651,2011,5371
24651,2010,6314
24656,2016,3071
24656,2015,3112
24656,2014,3192
24656,2013,3310
24656,2012,3278
24656,2011,3375
24656,2010,3404
24657,2016,399
24657,2015,424
24657,2014,352
24657,2013,440
24657,2012,404
24657,2011,370
24657,2010,321
24701,2016,20837
24701,2015,20891
24701,2014,20771
24701,2013,20885
24701,2012,20815
24701,2011,20383
24701,2010,20786
24712,2016,1917
24712,2015,2007
24712,2014,1822
24712,2013,1915
24712,2012,1818
24712,2011,2045
24712,2010,2063
24714,2016,177
24714,2015,127
24714,2014,121
24714,2013,87
24714,2012,227
24714,2011,247
24714,2010,257
24715,2016,460
24715,2015,366
24715,2014,433
24715,2013,548
24715,2012,641
24715,2011,671
24715,2010,594
24716,2016,497
24716,2015,460
24716,2014,345
24716,2013,320
24716,2012,321
24716,2011,327
24716,2010,508
24719,2016,158
24719,2015,216
24719,2014,441
24719,2013,503
24719,2012,393
24719,2011,426
24719,2010,223
24724,2016,61
24724,2015,53
24724,2014,110
24724,2013,116
24724,2012,104
24724,2011,104
24724,2010,66
24726,2016,433
24726,2015,255
24726,2014,281
24726,2013,313
24726,2012,329
24726,2011,653
24726,2010,566
24729,2016,202
24729,2015,163
24729,2014,140
24729,2013,127
24729,2012,138
24729,2011,124
24729,2010,149
24731,2016,272
24731,2015,302
24731,2014,275
24731,2013,278
24731,2012,254
24731,2011,160
24731,2010,255
24733,2016,804
24733,2015,870
24733,2014,659
24733,2013,552
24733,2012,573
24733,2011,563
24733,2010,853
24736,2016,481
24736,2015,497
24736,2014,735
24736,2013,846
24736,2012,1008
24736,2011,1004
24736,2010,902
24737,2016,95
24737,2015,72
24737,2014,50
24737,2013,107
24737,2012,137
24737,2011,209
24737,2010,243
24738,2016,194
24738,2015,168
24738,2014,201
24738,2013,262
24738,2012,282
24738,2011,253
24738,2010,308
24740,2016,30988
24740,2015,30588
24740,2014,31136
24740,2013,31041
24740,2012,31143
24740,2011,31064
24740,2010,30435
24747,2016,2796
24747,2015,3091
24747,2014,2979
24747,2013,3011
24747,2012,2764
24747,2011,2901
24747,2010,3006
24801,2016,4813
24801,2015,4849
24801,2014,4679
24801,2013,4449
24801,2012,4239
24801,2011,4441
24801,2010,3858
24808,2016,615
24808,2015,634
24808,2014,650
24808,2013,644
24808,2012,731
24808,2011,830
24808,2010,675
24811,2016,611
24811,2015,530
24811,2014,607
24811,2013,647
24811,2012,325
24811,2011,438
24811,2010,599
24813,2016,347
24813,2015,411
24813,2014,348
24813,2013,415
24813,2012,484
24813,2011,413
24813,2010,511
24815,2016,829
24815,2015,950
24815,2014,949
24815,2013,823
24815,2012,530
24815,2011,481
24815,2010,559
24816,2016,220
24816,2015,185
24816,2014,109
24816,2013,100
24816,2012,70
24816,2011,133
24816,2010,151
24817,2016,799
24817,2015,771
24817,2014,767
24817,2013,839
24817,2012,960
24817,2011,974
24817,2010,954
24818,2016,778
24818,2015,1045
24818,2014,1224
24818,2013,1561
24818,2012,1816
24818,2011,2016
24818,2010,1409
24822,2016,735
24822,2015,677
24822,2014,554
24822,2013,564
24822,2012,675
24822,2011,757
24822,2010,955
24823,2016,431
24823,2015,519
24823,2014,666
24823,2013,541
24823,2012,535
